alighogy			adverb-| 〈vmely tulajdonságnak, vmely cselekvés, történés mértékének stb. fokozati skálán való elhelyezésére.〉	conjunction-|  <annak kifejezésére, hogy a vele kapcsolt mondatban foglalt cselekvés, történés, állapot még jóformán be sem fejeződött, mikor a másik mondatbeli megkezdődik; a főmondatban gyak. máris, azonnal, rögtön határozószó nyomósítja a két mondat cselekvésének érintkezését:> mihelyt, amint	none
alighogy			adverb-| 〈vmely tulajdonságnak, vmely cselekvés, történés mértékének stb. fokozati skálán való elhelyezésére.〉	conjunction-| <annak érzékeltetésére, hogy a vele kapcsolt mellékmondatban foglaltak után vmi nem várt, meglepő, szokatlan cselekvés, történés, állapot következik be; a következő mondatot rendsz. s kötőszó vezeti be.>	none
alighogy			adverb-| 〈vmely tulajdonságnak, vmely cselekvés, történés mértékének stb. fokozati skálán való elhelyezésére.〉	adverb-| <vmely kívánatos állapot, tulajdonság nagyon kis mértékére, vmely cselekvés végrehajtásának alig lehetséges voltára, végbemenésének nehézségeire utalva:> éppen csak, éppen (csak) hogy, nagy nehezen, de azért …	none
alighogy			adverb-| 〈vmely tulajdonságnak, vmely cselekvés, történés mértékének stb. fokozati skálán való elhelyezésére.〉	adverb-| <mennyiség- v. számfogalom neve előtt, azzal együtt:> körülbelül a szóban forgó, csekélynek tartott mennyiségű, számú; alig	none
alighogy			adverb-| 〈vmely tulajdonságnak, vmely cselekvés, történés mértékének stb. fokozati skálán való elhelyezésére.〉	adverb-| a szóban forgó mennyiséget, számot kevés híján elérve	none
alighogy			adverb-| 〈vmely tulajdonságnak, vmely cselekvés, történés mértékének stb. fokozati skálán való elhelyezésére.〉	adverb-| <tagadással együtt: valamely várható, valószínű, fenyegető esemény vagy cselekvés bevezetésére:> kicsibe múlt, hogy … nem …; csaknem, majdnem	none
alighogy			adverb-| 〈vmely cselekvés, történés stb. csekély mértékének, gyengeségének kif-ére〉	conjunction-|  <annak kifejezésére, hogy a vele kapcsolt mondatban foglalt cselekvés, történés, állapot még jóformán be sem fejeződött, mikor a másik mondatbeli megkezdődik; a főmondatban gyak. máris, azonnal, rögtön határozószó nyomósítja a két mondat cselekvésének érintkezését:> mihelyt, amint	none
alighogy			adverb-| 〈vmely cselekvés, történés stb. csekély mértékének, gyengeségének kif-ére〉	conjunction-| <annak érzékeltetésére, hogy a vele kapcsolt mellékmondatban foglaltak után vmi nem várt, meglepő, szokatlan cselekvés, történés, állapot következik be; a következő mondatot rendsz. s kötőszó vezeti be.>	none
alighogy			adverb-| 〈vmely cselekvés, történés stb. csekély mértékének, gyengeségének kif-ére〉	adverb-| <vmely kívánatos állapot, tulajdonság nagyon kis mértékére, vmely cselekvés végrehajtásának alig lehetséges voltára, végbemenésének nehézségeire utalva:> éppen csak, éppen (csak) hogy, nagy nehezen, de azért …	narrower
alighogy			adverb-| 〈vmely cselekvés, történés stb. csekély mértékének, gyengeségének kif-ére〉	adverb-| <vmely kívánatos állapot, tulajdonság nagyon kis mértékére, vmely cselekvés végrehajtásának alig lehetséges voltára, végbemenésének nehézségeire utalva:> éppen csak, éppen (csak) hogy, nagy nehezen, de azért …	broader
alighogy			adverb-| 〈vmely cselekvés, történés stb. csekély mértékének, gyengeségének kif-ére〉	adverb-| <mennyiség- v. számfogalom neve előtt, azzal együtt:> körülbelül a szóban forgó, csekélynek tartott mennyiségű, számú; alig	none
alighogy			adverb-| 〈vmely cselekvés, történés stb. csekély mértékének, gyengeségének kif-ére〉	adverb-| a szóban forgó mennyiséget, számot kevés híján elérve	none
alighogy			adverb-| 〈vmely cselekvés, történés stb. csekély mértékének, gyengeségének kif-ére〉	adverb-| <tagadással együtt: valamely várható, valószínű, fenyegető esemény vagy cselekvés bevezetésére:> kicsibe múlt, hogy … nem …; csaknem, majdnem	none
alighogy			adverb-| 〈vmely tulajdonság, állapot csekély, gyenge voltának kif-ére〉	conjunction-|  <annak kifejezésére, hogy a vele kapcsolt mondatban foglalt cselekvés, történés, állapot még jóformán be sem fejeződött, mikor a másik mondatbeli megkezdődik; a főmondatban gyak. máris, azonnal, rögtön határozószó nyomósítja a két mondat cselekvésének érintkezését:> mihelyt, amint	none
alighogy			adverb-| 〈vmely tulajdonság, állapot csekély, gyenge voltának kif-ére〉	conjunction-| <annak érzékeltetésére, hogy a vele kapcsolt mellékmondatban foglaltak után vmi nem várt, meglepő, szokatlan cselekvés, történés, állapot következik be; a következő mondatot rendsz. s kötőszó vezeti be.>	none
alighogy			adverb-| 〈vmely tulajdonság, állapot csekély, gyenge voltának kif-ére〉	adverb-| <vmely kívánatos állapot, tulajdonság nagyon kis mértékére, vmely cselekvés végrehajtásának alig lehetséges voltára, végbemenésének nehézségeire utalva:> éppen csak, éppen (csak) hogy, nagy nehezen, de azért …	none
alighogy			adverb-| 〈vmely tulajdonság, állapot csekély, gyenge voltának kif-ére〉	adverb-| <mennyiség- v. számfogalom neve előtt, azzal együtt:> körülbelül a szóban forgó, csekélynek tartott mennyiségű, számú; alig	none
alighogy			adverb-| 〈vmely tulajdonság, állapot csekély, gyenge voltának kif-ére〉	adverb-| a szóban forgó mennyiséget, számot kevés híján elérve	none
alighogy			adverb-| 〈vmely tulajdonság, állapot csekély, gyenge voltának kif-ére〉	adverb-| <tagadással együtt: valamely várható, valószínű, fenyegető esemény vagy cselekvés bevezetésére:> kicsibe múlt, hogy … nem …; csaknem, majdnem	none
alighogy			adverb-| 〈vmely dolog, cselekvés stb. nehéz, szinte lehetetlen voltának kif-ére:〉 épphogy, éppen csak hogy	conjunction-|  <annak kifejezésére, hogy a vele kapcsolt mondatban foglalt cselekvés, történés, állapot még jóformán be sem fejeződött, mikor a másik mondatbeli megkezdődik; a főmondatban gyak. máris, azonnal, rögtön határozószó nyomósítja a két mondat cselekvésének érintkezését:> mihelyt, amint	none
alighogy			adverb-| 〈vmely dolog, cselekvés stb. nehéz, szinte lehetetlen voltának kif-ére:〉 épphogy, éppen csak hogy	conjunction-| <annak érzékeltetésére, hogy a vele kapcsolt mellékmondatban foglaltak után vmi nem várt, meglepő, szokatlan cselekvés, történés, állapot következik be; a következő mondatot rendsz. s kötőszó vezeti be.>	none
alighogy			adverb-| 〈vmely dolog, cselekvés stb. nehéz, szinte lehetetlen voltának kif-ére:〉 épphogy, éppen csak hogy	adverb-| <vmely kívánatos állapot, tulajdonság nagyon kis mértékére, vmely cselekvés végrehajtásának alig lehetséges voltára, végbemenésének nehézségeire utalva:> éppen csak, éppen (csak) hogy, nagy nehezen, de azért …	exact
alighogy			adverb-| 〈vmely dolog, cselekvés stb. nehéz, szinte lehetetlen voltának kif-ére:〉 épphogy, éppen csak hogy	adverb-| <vmely kívánatos állapot, tulajdonság nagyon kis mértékére, vmely cselekvés végrehajtásának alig lehetséges voltára, végbemenésének nehézségeire utalva:> éppen csak, éppen (csak) hogy, nagy nehezen, de azért …	exact
alighogy			adverb-| 〈vmely dolog, cselekvés stb. nehéz, szinte lehetetlen voltának kif-ére:〉 épphogy, éppen csak hogy	adverb-| <mennyiség- v. számfogalom neve előtt, azzal együtt:> körülbelül a szóban forgó, csekélynek tartott mennyiségű, számú; alig	none
alighogy			adverb-| 〈vmely dolog, cselekvés stb. nehéz, szinte lehetetlen voltának kif-ére:〉 épphogy, éppen csak hogy	adverb-| a szóban forgó mennyiséget, számot kevés híján elérve	none
alighogy			adverb-| 〈vmely dolog, cselekvés stb. nehéz, szinte lehetetlen voltának kif-ére:〉 épphogy, éppen csak hogy	adverb-| <tagadással együtt: valamely várható, valószínű, fenyegető esemény vagy cselekvés bevezetésére:> kicsibe múlt, hogy … nem …; csaknem, majdnem	none
alighogy			adverb-| 〈vmely esemény, cselekvés, történés ritka voltának kif-ére〉	conjunction-|  <annak kifejezésére, hogy a vele kapcsolt mondatban foglalt cselekvés, történés, állapot még jóformán be sem fejeződött, mikor a másik mondatbeli megkezdődik; a főmondatban gyak. máris, azonnal, rögtön határozószó nyomósítja a két mondat cselekvésének érintkezését:> mihelyt, amint	none
alighogy			adverb-| 〈vmely esemény, cselekvés, történés ritka voltának kif-ére〉	conjunction-| <annak érzékeltetésére, hogy a vele kapcsolt mellékmondatban foglaltak után vmi nem várt, meglepő, szokatlan cselekvés, történés, állapot következik be; a következő mondatot rendsz. s kötőszó vezeti be.>	related
