kaal	noun		see, kui raske miski või keegi on	mingi keha või aine raskus	exact
kaal	noun		mingi keha või aine raskus	see, kui raske miski või keegi on	exact
kaal	noun		see, kui raske miski või keegi on	seade raskuse mõõtmiseks	none
kaal	noun		see, kui raske miski või keegi on	tähtsus, väärtus	none
kaal	noun		seade, millega saab mõõta, kui raske miski või keegi on	mingi keha või aine raskus	none
kaal	noun		seade, millega saab mõõta, kui raske miski või keegi on	seade raskuse mõõtmiseks	exact
kaal	noun		seade raskuse mõõtmiseks	seade, millega saab mõõta, kui raske miski või keegi on	exact
kaal	noun		seade, millega saab mõõta, kui raske miski või keegi on	tähtsus, väärtus	none
kaal	noun		tähtsus, väärtus	mingi keha või aine raskus	none
kaal	noun		tähtsus, väärtus	seade raskuse mõõtmiseks	none
kaal	noun		tähtsus, väärtus	tähtsus, väärtus	exact
kaal	noun		tähtsus, väärtus	tähtsus, väärtus	exact
kaart	noun		maailma, riigi või linna vähendatud pilt, mille pealt saab vaadata mitmesuguseid objekte, näiteks teid, mägesid või jõgesid	maapinna vähendatud ja üldistatud tasapinnaline kujutis, mis näitab mitmesuguste objektide ja nähtuste paiknemist	exact
kaart	noun		maapinna vähendatud ja üldistatud tasapinnaline kujutis, mis näitab mitmesuguste objektide ja nähtuste paiknemist	maailma, riigi või linna vähendatud pilt, mille pealt saab vaadata mitmesuguseid objekte, näiteks teid, mägesid või jõgesid	exact
kaart	noun		maailma, riigi või linna vähendatud pilt, mille pealt saab vaadata mitmesuguseid objekte, näiteks teid, mägesid või jõgesid	postkaart või e-kaart	none
kaart	noun		maailma, riigi või linna vähendatud pilt, mille pealt saab vaadata mitmesuguseid objekte, näiteks teid, mägesid või jõgesid	plastist või muust tugevamast materjalist ristkülikukujuline leheke, mis on hrl varustatud magnetriba või kiibiga (nt maksekaart, kliendikaart)	none
kaart	noun		maailma, riigi või linna vähendatud pilt, mille pealt saab vaadata mitmesuguseid objekte, näiteks teid, mägesid või jõgesid	mängukaart	none
kaart	noun		postkaart	maapinna vähendatud ja üldistatud tasapinnaline kujutis, mis näitab mitmesuguste objektide ja nähtuste paiknemist	none
kaart	noun		postkaart	postkaart või e-kaart	exact
kaart	noun		postkaart või e-kaart	postkaart	exact
kaart	noun		postkaart	plastist või muust tugevamast materjalist ristkülikukujuline leheke, mis on hrl varustatud magnetriba või kiibiga (nt maksekaart, kliendikaart)	none
kaart	noun		postkaart	mängukaart	none
kaart	noun		õhuke plastist ese, millega saab näiteks poes maksta või kuskilt väravast läbi minna	maapinna vähendatud ja üldistatud tasapinnaline kujutis, mis näitab mitmesuguste objektide ja nähtuste paiknemist	none
kaart	noun		õhuke plastist ese, millega saab näiteks poes maksta või kuskilt väravast läbi minna	postkaart või e-kaart	none
kaart	noun		õhuke plastist ese, millega saab näiteks poes maksta või kuskilt väravast läbi minna	plastist või muust tugevamast materjalist ristkülikukujuline leheke, mis on hrl varustatud magnetriba või kiibiga (nt maksekaart, kliendikaart)	exact
kaart	noun		plastist või muust tugevamast materjalist ristkülikukujuline leheke, mis on hrl varustatud magnetriba või kiibiga (nt maksekaart, kliendikaart)	õhuke plastist ese, millega saab näiteks poes maksta või kuskilt väravast läbi minna	exact
kaart	noun		õhuke plastist ese, millega saab näiteks poes maksta või kuskilt väravast läbi minna	mängukaart	none
kaart	noun		tugevamast materjalist leht, mida on 52 tükki pakis ja millega saab mänge mängida	maapinna vähendatud ja üldistatud tasapinnaline kujutis, mis näitab mitmesuguste objektide ja nähtuste paiknemist	none
kaart	noun		tugevamast materjalist leht, mida on 52 tükki pakis ja millega saab mänge mängida	postkaart või e-kaart	none
kaart	noun		tugevamast materjalist leht, mida on 52 tükki pakis ja millega saab mänge mängida	plastist või muust tugevamast materjalist ristkülikukujuline leheke, mis on hrl varustatud magnetriba või kiibiga (nt maksekaart, kliendikaart)	none
kaart	noun		tugevamast materjalist leht, mida on 52 tükki pakis ja millega saab mänge mängida	mängukaart	exact
kaart	noun		mängukaart	tugevamast materjalist leht, mida on 52 tükki pakis ja millega saab mänge mängida	exact
kaasa	adverb		kellegagi koos (mingist tegevusest osa võttes)	kellegagi või millegagi kokku	narrower
kaasa	adverb		kellegagi või millegagi kokku	kellegagi koos (mingist tegevusest osa võttes)	broader
