царство	noun		царска власт, царско достојанство.	земља којом управља цар или царица	none
царство	noun		царска власт, царско достојанство.	основна група природних предмета.	none
царство	noun		царевина.	земља којом управља цар или царица	exact
царство	noun		царевина.	земља којом управља цар или царица	exact
царство	noun		царевина.	основна група природних предмета.	none
царство	noun		подручје у коме ко или што (схваћено највише лично) живи или влада:	земља којом управља цар или царица	none
царство	noun		подручје у коме ко или што (схваћено највише лично) живи или влада:	основна група природних предмета.	none
цена	noun		вредност чега (робе, рада и сл.) изражена у новцу или чему другом	својство поседовања материјалне вредности: обично се исказује новчаним износом који би нешто донело да се прода.	exact
цена	noun		вредност чега (робе, рада и сл.) изражена у новцу или чему другом	својство поседовања материјалне вредности: обично се исказује новчаним износом који би нешто донело да се прода.	exact
цена	noun		вредност чега (робе, рада и сл.) изражена у новцу или чему другом	висока вредност нечега.	none
цена	noun		важност, вредност, значење.	својство поседовања материјалне вредности: обично се исказује новчаним износом који би нешто донело да се прода.	none
цена	noun		важност, вредност, значење.	висока вредност нечега.	broader
цена	noun		важност, вредност, значење.	висока вредност нечега.	narrower
ценити	verb		одмеравати, одређивати, утврђивати цену или вредност нечему.	одредити цену.	broader
ценити	verb		одмеравати, одређивати, утврђивати цену или вредност нечему.	одредити цену.	narrower
ценити	verb		одмеравати, одређивати, утврђивати цену или вредност нечему.	проценити да је нешто могуће.	none
ценити	verb		одмеравати, одређивати, утврђивати цену или вредност нечему.	одредити цену.	broader
ценити	verb		одмеравати, одређивати, утврђивати цену или вредност нечему.	одредити цену.	narrower
ценити	verb		истеривати цену, уцењивати.	одредити цену.	none
ценити	verb		истеривати цену, уцењивати.	проценити да је нешто могуће.	none
ценити	verb		истеривати цену, уцењивати.	одредити цену.	none
ценити	verb		стварати одређени суд о некоме или нечему, просуђивати, (пр)оцењивати.	одредити цену.	none
ценити	verb		стварати одређени суд о некоме или нечему, просуђивати, (пр)оцењивати.	проценити да је нешто могуће.	broader
ценити	verb		стварати одређени суд о некоме или нечему, просуђивати, (пр)оцењивати.	проценити да је нешто могуће.	narrower
ценити	verb		стварати одређени суд о некоме или нечему, просуђивати, (пр)оцењивати.	одредити цену.	none
ценити	verb		приписивати коме нека својства, држати, сматрати.	одредити цену.	none
ценити	verb		приписивати коме нека својства, држати, сматрати.	проценити да је нешто могуће.	none
ценити	verb		приписивати коме нека својства, држати, сматрати.	одредити цену.	none
ценити	verb		признавати вредност некоме или нечему, поштовати, уважавати кога.	одредити цену.	none
ценити	verb		признавати вредност некоме или нечему, поштовати, уважавати кога.	проценити да је нешто могуће.	none
ценити	verb		признавати вредност некоме или нечему, поштовати, уважавати кога.	одредити цену.	none
ценити	verb		ценкати се.	одредити цену.	narrower
ценити	verb		ценкати се.	одредити цену.	broader
ценити	verb		ценкати се.	проценити да је нешто могуће.	none
ценити	verb		ценкати се.	одредити цену.	narrower
ценити	verb		ценкати се.	одредити цену.	broader
ценити	verb		сматрати се.	одредити цену.	none
ценити	verb		сматрати се.	проценити да је нешто могуће.	none
ценити	verb		сматрати се.	одредити цену.	none
центар	noun		у геометријској фигури (кругу, лопти) тачка која је од свих тачака обима или површине подједнако удаљена	тачка једнако удаљена од крајева линије или завршетака лика	exact
центар	noun		у геометријској фигури (кругу, лопти) тачка која је од свих тачака обима или површине подједнако удаљена	тачка једнако удаљена од крајева линије или завршетака лика	exact
центар	noun		у геометријској фигури (кругу, лопти) тачка која је од свих тачака обима или површине подједнако удаљена	зона која је приближно централна унутар неког већег подручја.	none
центар	noun		у геометријској фигури (кругу, лопти) тачка која је од свих тачака обима или површине подједнако удаљена	зграда посвећена посебној активности.	none
центар	noun		у геометријској фигури (кругу, лопти) тачка која је од свих тачака обима или површине подједнако удаљена	најпробранији или најсадржајнији или најважнији део неке идеје или искуства.	none
центар	noun		у геометријској фигури (кругу, лопти) тачка која је од свих тачака обима или површине подједнако удаљена	политички умерене особе; центраши.	none
центар	noun		тачка у којој се концентришу какви односи:	тачка једнако удаљена од крајева линије или завршетака лика	none
центар	noun		тачка у којој се концентришу какви односи:	зона која је приближно централна унутар неког већег подручја.	none
центар	noun		тачка у којој се концентришу какви односи:	зграда посвећена посебној активности.	none
центар	noun		тачка у којој се концентришу какви односи:	најпробранији или најсадржајнији или најважнији део неке идеје или искуства.	none
центар	noun		тачка у којој се концентришу какви односи:	политички умерене особе; центраши.	none
центар	noun		средина, средиште, средњи део града који се обично налази у средини градског простора:	тачка једнако удаљена од крајева линије или завршетака лика	none
центар	noun		средина, средиште, средњи део града који се обично налази у средини градског простора:	зона која је приближно централна унутар неког већег подручја.	exact
центар	noun		средина, средиште, средњи део града који се обично налази у средини градског простора:	зона која је приближно централна унутар неког већег подручја.	exact
центар	noun		средина, средиште, средњи део града који се обично налази у средини градског простора:	зграда посвећена посебној активности.	none
