abeceda	noun		nabor črk v ustaljenem zaporedju v latinični pisavi	abeceda |ustaljeno zaporedje črk|	narrower
abeceda	noun		abeceda |ustaljeno zaporedje črk|	nabor črk v ustaljenem zaporedju v latinični pisavi	broader
abeceda	noun		nabor črk v ustaljenem zaporedju v latinični pisavi	abeceda |ustaljeno zaporedje črk|	narrower
abeceda	noun		abeceda |ustaljeno zaporedje črk|	nabor črk v ustaljenem zaporedju v latinični pisavi	broader
abeceda	noun		nabor črk v ustaljenem zaporedju v kaki pisavi sploh	abeceda |ustaljeno zaporedje črk|	narrower
abeceda	noun		abeceda |ustaljeno zaporedje črk|	nabor črk v ustaljenem zaporedju v kaki pisavi sploh	broader
abeceda	noun		nabor črk v ustaljenem zaporedju v kaki pisavi sploh	abeceda |ustaljeno zaporedje črk|	narrower
abeceda	noun		abeceda |ustaljeno zaporedje črk|	nabor črk v ustaljenem zaporedju v kaki pisavi sploh	broader
abeceda	noun		začetno, osnovno znanje določenega področja	abeceda |ustaljeno zaporedje črk|	none
abeceda	noun		začetno, osnovno znanje določenega področja	abeceda |ustaljeno zaporedje črk|	none
abecednik	noun		knjiga, priročnik za spoznavanje črk, abecede, zlasti za predšolske otroke	abecednik |prvo berilo|	none
abecednik	noun		učbenik za začetno učenje branja in pisanja	abecednik |prvo berilo|	exact
abecednik	noun		abecednik |prvo berilo|	učbenik za začetno učenje branja in pisanja	exact
abecednik	noun		priročnik za začetno, osnovno spoznavanje določenega področja	abecednik |prvo berilo|	none
abecednik	noun		abecedni seznam imen, pojmov	abecednik |prvo berilo|	none
ajda	noun		kulturna rastlina z gostimi rdečkastimi ali belimi cvetovi v socvetjih in užitnimi semeni	ajda |kulturna rastlina z gostimi rdečkastimi ali belimi cveti v gostem socvetju ali njeno seme|	narrower
ajda	noun		ajda |kulturna rastlina z gostimi rdečkastimi ali belimi cveti v gostem socvetju ali njeno seme|	kulturna rastlina z gostimi rdečkastimi ali belimi cvetovi v socvetjih in užitnimi semeni	broader
ajda	noun		kulturna rastlina z gostimi rdečkastimi ali belimi cvetovi v socvetjih in užitnimi semeni	ajda |kulturna rastlina z gostimi rdečkastimi ali belimi cveti v gostem socvetju ali njeno seme|	narrower
ajda	noun		ajda |kulturna rastlina z gostimi rdečkastimi ali belimi cveti v gostem socvetju ali njeno seme|	kulturna rastlina z gostimi rdečkastimi ali belimi cvetovi v socvetjih in užitnimi semeni	broader
ajda	noun		semena te rastline kot hrana, jed	ajda |kulturna rastlina z gostimi rdečkastimi ali belimi cveti v gostem socvetju ali njeno seme|	narrower
ajda	noun		ajda |kulturna rastlina z gostimi rdečkastimi ali belimi cveti v gostem socvetju ali njeno seme|	semena te rastline kot hrana, jed	broader
ajda	noun		semena te rastline kot hrana, jed	ajda |kulturna rastlina z gostimi rdečkastimi ali belimi cveti v gostem socvetju ali njeno seme|	narrower
ajda	noun		ajda |kulturna rastlina z gostimi rdečkastimi ali belimi cveti v gostem socvetju ali njeno seme|	semena te rastline kot hrana, jed	broader
ajdov	adjective		ki je v zvezi z ajdo 1.	ajdov |ki se nanaša na ajdo|	exact
ajdov	adjective		ajdov |ki se nanaša na ajdo|	ki je v zvezi z ajdo 1.	exact
ajdov	adjective		ki je v zvezi z ajdo 1.	ajdov |ki se nanaša na ajdo|	exact
ajdov	adjective		ajdov |ki se nanaša na ajdo|	ki je v zvezi z ajdo 1.	exact
ajdov	adjective		ki je v zvezi z ajdo 1.	ajdov |ki se nanaša na ajdo|	exact
ajdov	adjective		ajdov |ki se nanaša na ajdo|	ki je v zvezi z ajdo 1.	exact
ajdov	adjective		ki je v zvezi z ajdo 1.	ajdov |ki se nanaša na ajdo|	exact
ajdov	adjective		ajdov |ki se nanaša na ajdo|	ki je v zvezi z ajdo 1.	exact
ajdov	adjective		ki je del ajde 1.	ajdov |ki se nanaša na ajdo|	narrower
ajdov	adjective		ajdov |ki se nanaša na ajdo|	ki je del ajde 1.	broader
ajdov	adjective		ki je del ajde 1.	ajdov |ki se nanaša na ajdo|	narrower
ajdov	adjective		ajdov |ki se nanaša na ajdo|	ki je del ajde 1.	broader
ajdov	adjective		ki je del ajde 1.	ajdov |ki se nanaša na ajdo|	narrower
ajdov	adjective		ajdov |ki se nanaša na ajdo|	ki je del ajde 1.	broader
ajdov	adjective		ki je del ajde 1.	ajdov |ki se nanaša na ajdo|	narrower
ajdov	adjective		ajdov |ki se nanaša na ajdo|	ki je del ajde 1.	broader
ajdov	adjective		ki je del ajde 1.1.	ajdov |ki se nanaša na ajdo|	narrower
ajdov	adjective		ajdov |ki se nanaša na ajdo|	ki je del ajde 1.1.	broader
ajdov	adjective		ki je del ajde 1.1.	ajdov |ki se nanaša na ajdo|	narrower
ajdov	adjective		ajdov |ki se nanaša na ajdo|	ki je del ajde 1.1.	broader
ajdov	adjective		ki je del ajde 1.1.	ajdov |ki se nanaša na ajdo|	narrower
ajdov	adjective		ajdov |ki se nanaša na ajdo|	ki je del ajde 1.1.	broader
ajdov	adjective		ki je del ajde 1.1.	ajdov |ki se nanaša na ajdo|	narrower
ajdov	adjective		ajdov |ki se nanaša na ajdo|	ki je del ajde 1.1.	broader
ajdov	adjective		ki je iz ajde 1.1. ali vsebuje ajdo 1.1.	ajdov |ki se nanaša na ajdo|	narrower
ajdov	adjective		ajdov |ki se nanaša na ajdo|	ki je iz ajde 1.1. ali vsebuje ajdo 1.1.	broader
ajdov	adjective		ki je iz ajde 1.1. ali vsebuje ajdo 1.1.	ajdov |ki se nanaša na ajdo|	narrower
ajdov	adjective		ajdov |ki se nanaša na ajdo|	ki je iz ajde 1.1. ali vsebuje ajdo 1.1.	broader
ajdov	adjective		ki je iz ajde 1.1. ali vsebuje ajdo 1.1.	ajdov |ki se nanaša na ajdo|	narrower
ajdov	adjective		ajdov |ki se nanaša na ajdo|	ki je iz ajde 1.1. ali vsebuje ajdo 1.1.	broader
ajdov	adjective		ki je iz ajde 1.1. ali vsebuje ajdo 1.1.	ajdov |ki se nanaša na ajdo|	narrower
ajdov	adjective		ajdov |ki se nanaša na ajdo|	ki je iz ajde 1.1. ali vsebuje ajdo 1.1.	broader
babica	noun		mati očeta ali matere v razmerju do njunih otrok	babica, stara mama, stara mati	exact
babica	noun		babica, stara mama, stara mati	mati očeta ali matere v razmerju do njunih otrok	exact
